MATNR,MATKL,YEAR_MONTH,DEMAND,REVENUE,N_ORDERS,MONTH,QUARTER,YEAR,IS_Q4,IS_SUMMER,LAG_1,LAG_2,LAG_3,LAG_6,LAG_12,ROLL_3_MEAN,ROLL_6_MEAN,ROLL_3_STD,MATKL_ENC
MAT000006,MECH,2022-11-01,1204,225696.51,8,11,4,2022,1,0,1339.0,888.0,1073.0,1326.0,502.0,1100.0,944.5,226.70906466217863,2
MAT000006,MECH,2022-12-01,1225,218875.95,7,12,4,2022,1,0,1204.0,1339.0,888.0,558.0,378.0,1143.6666666666667,924.1666666666666,231.47426062811655,2
MAT000006,MECH,2023-01-01,1072,311434.52,10,1,1,2023,0,0,1225.0,1204.0,1339.0,483.0,260.0,1256.0,1035.3333333333333,72.64296249465517,2
MAT000006,MECH,2023-02-01,633,129569.25,8,2,1,2023,0,0,1072.0,1225.0,1204.0,1073.0,87.0,1167.0,1133.5,82.9397371589751,2
MAT000006,MECH,2023-03-01,863,317388.57,8,3,1,2023,0,0,633.0,1072.0,1225.0,888.0,683.0,976.6666666666666,1060.1666666666667,307.29844342810003,2
MAT000006,MECH,2023-04-01,1447,406999.37,15,4,2,2023,0,0,863.0,633.0,1072.0,1339.0,927.0,856.0,1056.0,219.58369702689646,2
MAT000006,MECH,2023-05-01,1756,399159.82,16,5,2,2023,0,0,1447.0,863.0,633.0,1204.0,1326.0,981.0,1074.0,419.6331731405417,2
MAT000006,MECH,2023-06-01,775,206923.12,10,6,2,2023,0,1,1756.0,1447.0,863.0,1225.0,558.0,1355.3333333333333,1166.0,453.5022969438338,2
MAT000006,MECH,2023-07-01,1094,290046.7,15,7,3,2023,0,1,775.0,1756.0,1447.0,1072.0,483.0,1326.0,1091.0,501.5685396832619,2
MAT000006,MECH,2023-08-01,1252,264871.53,11,8,3,2023,0,1,1094.0,775.0,1756.0,633.0,1073.0,1208.3333333333333,1094.6666666666667,500.39417795707135,2
MAT000006,MECH,2023-09-01,390,129919.63,7,9,3,2023,0,0,1252.0,1094.0,775.0,863.0,888.0,1040.3333333333333,1197.8333333333333,242.98628219167674,2
MAT000006,MECH,2023-10-01,1554,279043.63,9,10,4,2023,1,0,390.0,1252.0,1094.0,1447.0,1339.0,912.0,1119.0,458.91611433899317,2
MAT000006,MECH,2023-11-01,1130,303061.66000000003,6,11,4,2023,1,0,1554.0,390.0,1252.0,1756.0,1204.0,1065.3333333333333,1136.8333333333333,604.0342153664254,2
MAT000006,MECH,2023-12-01,1426,385097.56,9,12,4,2023,1,0,1130.0,1554.0,390.0,775.0,1225.0,1024.6666666666667,1032.5,589.1055366683743,2
MAT000006,MECH,2024-01-01,480,128039.53,4,1,1,2024,0,0,1426.0,1130.0,1554.0,1094.0,1072.0,1370.0,1141.0,217.47643550509102,2
MAT000006,MECH,2024-02-01,544,179885.46,7,2,1,2024,0,0,480.0,1426.0,1130.0,1252.0,633.0,1012.0,1038.6666666666667,483.9132153599442,2
MAT000006,MECH,2024-03-01,436,178660.03999999998,7,3,1,2024,0,0,544.0,480.0,1426.0,390.0,863.0,816.6666666666666,920.6666666666666,528.6675073553631,2
MAT000006,MECH,2024-04-01,427,66378.45,5,4,2,2024,0,0,436.0,544.0,480.0,1554.0,1447.0,486.6666666666667,928.3333333333334,54.307764945104054,2
MAT000006,MECH,2024-05-01,600,139495.69,6,5,2,2024,0,0,427.0,436.0,544.0,1130.0,1756.0,469.0,740.5,65.10760324262694,2
MAT000006,MECH,2024-06-01,57,18437.79,2,6,2,2024,0,1,600.0,427.0,436.0,1426.0,775.0,487.6666666666667,652.1666666666666,97.38754198218928,2
MAT000006,MECH,2024-07-01,286,34401.12,5,7,3,2024,0,1,57.0,600.0,427.0,480.0,1094.0,361.3333333333333,424.0,277.3920210340099,2
MAT000006,MECH,2024-09-01,257,49096.810000000005,3,9,3,2024,0,0,286.0,57.0,600.0,544.0,1252.0,314.3333333333333,391.6666666666667,272.60655409093255,2
MAT000006,MECH,2024-11-01,551,105532.05,4,11,4,2024,1,0,257.0,286.0,57.0,436.0,390.0,200.0,343.8333333333333,124.68760964907094,2
MAT000007,MECH,2022-03-01,911,182716.44999999998,8,3,1,2022,0,0,667.0,668.0,1100.0,626.0,114.0,811.6666666666666,926.3333333333334,249.70449201673028,2
MAT000007,MECH,2022-04-01,396,130470.88,4,4,2,2022,0,0,911.0,667.0,668.0,1467.0,124.0,748.6666666666666,973.8333333333334,140.58567968798712,2
MAT000007,MECH,2022-05-01,506,151732.62,5,5,2,2022,0,0,396.0,911.0,667.0,1030.0,178.0,658.0,795.3333333333334,257.61793415831903,2
MAT000007,MECH,2022-06-01,312,61739.17,5,6,2,2022,0,1,506.0,396.0,911.0,1100.0,259.0,604.3333333333334,708.0,271.2163957679058,2
MAT000007,MECH,2022-07-01,421,78719.95999999999,8,7,3,2022,0,1,312.0,506.0,396.0,668.0,150.0,404.6666666666667,576.6666666666666,97.28994466713061,2
MAT000007,MECH,2022-08-01,628,189467.31,5,8,3,2022,0,1,421.0,312.0,506.0,667.0,46.0,413.0,535.5,97.24710792614864,2
MAT000007,MECH,2022-09-01,838,211629.01,8,9,3,2022,0,0,628.0,421.0,312.0,911.0,626.0,453.6666666666667,529.0,160.51272016053224,2
MAT000007,MECH,2022-10-01,1121,256063.04,6,10,4,2022,1,0,838.0,628.0,421.0,396.0,1467.0,629.0,516.8333333333334,208.50179855339377,2
MAT000007,MECH,2022-11-01,1315,338632.37,8,11,4,2022,1,0,1121.0,838.0,628.0,506.0,1030.0,862.3333333333334,637.6666666666666,247.3991376972307,2
MAT000007,MECH,2022-12-01,782,159175.66999999998,7,12,4,2022,1,0,1315.0,1121.0,838.0,312.0,1100.0,1091.3333333333333,772.5,239.8798310265649,2
MAT000007,MECH,2023-01-01,990,304665.61,11,1,1,2023,0,0,782.0,1315.0,1121.0,421.0,668.0,1072.6666666666667,850.8333333333334,269.7671835737871,2
MAT000007,MECH,2023-02-01,779,163745.42,6,2,1,2023,0,0,990.0,782.0,1315.0,628.0,667.0,1029.0,945.6666666666666,268.6317181570338,2
MAT000007,MECH,2023-03-01,1167,196353.27,10,3,1,2023,0,0,779.0,990.0,782.0,838.0,911.0,850.3333333333334,970.8333333333334,120.96418202647165,2
MAT000007,MECH,2023-04-01,296,69705.67,4,4,2,2023,0,0,1167.0,779.0,990.0,1121.0,396.0,978.6666666666666,1025.6666666666667,194.24812311405577,2
MAT000007,MECH,2023-05-01,1496,362258.72000000003,11,5,2,2023,0,0,296.0,1167.0,779.0,1315.0,506.0,747.3333333333334,888.1666666666666,436.3626167917382,2
MAT000007,MECH,2023-06-01,1035,218519.52,10,6,2,2023,0,1,1496.0,296.0,1167.0,782.0,312.0,986.3333333333334,918.3333333333334,620.0647815618408,2
MAT000007,MECH,2023-07-01,983,248401.41,10,7,3,2023,0,1,1035.0,1496.0,296.0,990.0,421.0,942.3333333333334,960.5,605.3431533711547,2
MAT000007,MECH,2023-08-01,711,227176.0,6,8,3,2023,0,1,983.0,1035.0,1496.0,779.0,628.0,1171.3333333333333,959.3333333333334,282.3691437344621,2
MAT000007,MECH,2023-09-01,455,110509.52,5,9,3,2023,0,0,711.0,983.0,1035.0,1167.0,838.0,909.6666666666666,948.0,174.00383137544202,2
MAT000007,MECH,2023-10-01,839,181629.08000000002,7,10,4,2023,1,0,455.0,711.0,983.0,296.0,1121.0,716.3333333333334,829.3333333333334,264.04040094904656,2
MAT000007,MECH,2023-11-01,1204,373073.37,10,11,4,2023,1,0,839.0,455.0,711.0,1496.0,1315.0,668.3333333333334,919.8333333333334,195.523229651449,2
MAT000007,MECH,2023-12-01,894,151580.36,8,12,4,2023,1,0,1204.0,839.0,455.0,1035.0,782.0,832.6666666666666,871.1666666666666,374.5401625104219,2
MAT000007,MECH,2024-01-01,112,19204.04,2,1,1,2024,0,0,894.0,1204.0,839.0,983.0,990.0,979.0,847.6666666666666,196.78668654154407,2
MAT000007,MECH,2024-03-01,967,240310.03999999998,10,3,1,2024,0,0,112.0,894.0,1204.0,711.0,779.0,736.6666666666666,702.5,562.7444653955588,2
MAT000007,MECH,2024-04-01,618,176999.54,6,4,2,2024,0,0,967.0,112.0,894.0,455.0,1167.0,657.6666666666666,745.1666666666666,473.9687050147228,2
MAT000007,MECH,2024-05-01,959,226528.06,10,5,2,2024,0,0,618.0,967.0,112.0,839.0,296.0,565.6666666666666,772.3333333333334,429.89572379047144,2
MAT000007,MECH,2024-06-01,225,48182.53,3,6,2,2024,0,1,959.0,618.0,967.0,1204.0,1496.0,848.0,792.3333333333334,199.22600231897422,2
MAT000007,MECH,2024-07-01,69,2355.1,2,7,3,2024,0,1,225.0,959.0,618.0,894.0,1035.0,600.6666666666666,629.1666666666666,367.30686535012296,2
MAT000007,MECH,2024-08-01,316,27807.129999999997,4,8,3,2024,0,1,69.0,225.0,959.0,112.0,983.0,417.6666666666667,491.6666666666667,475.2529151234461,2
MAT000007,MECH,2024-09-01,85,33340.71,2,9,3,2024,0,0,316.0,69.0,225.0,967.0,711.0,203.33333333333334,525.6666666666666,124.91730598013045,2
MAT000007,MECH,2024-11-01,221,35576.58,1,11,4,2024,1,0,85.0,316.0,69.0,618.0,455.0,156.66666666666666,378.6666666666667,138.21842617152592,2
MAT000008,PACK,2022-06-01,751,90138.17,8,6,2,2022,0,1,43.0,508.0,659.0,675.0,161.0,403.3333333333333,442.0,321.06126102869115,0
MAT000008,PACK,2022-07-01,905,225265.36,10,7,3,2022,0,1,751.0,43.0,508.0,356.0,91.0,434.0,454.6666666666667,359.75408267315055,0
MAT000008,PACK,2022-08-01,601,85016.96,5,8,3,2022,0,1,905.0,751.0,43.0,411.0,342.0,566.3333333333334,546.1666666666666,459.71440409599234,0
MAT000008,PACK,2022-09-01,238,65925.54999999999,4,9,3,2022,0,0,601.0,905.0,751.0,659.0,174.0,752.3333333333334,577.8333333333334,152.00438590163517,0
MAT000008,PACK,2022-10-01,1063,313972.34,7,10,4,2022,1,0,238.0,601.0,905.0,508.0,1073.0,581.3333333333334,507.6666666666667,333.93462434035393,0
MAT000008,PACK,2022-11-01,1494,449840.29,12,11,4,2022,1,0,1063.0,238.0,601.0,43.0,829.0,634.0,600.1666666666666,413.488814842675,0
MAT000008,PACK,2022-12-01,1572,323549.41000000003,9,12,4,2022,1,0,1494.0,1063.0,238.0,751.0,675.0,931.6666666666666,842.0,638.2165254310901,0
MAT000008,PACK,2023-01-01,1204,295578.08,12,1,1,2023,0,0,1572.0,1494.0,1063.0,905.0,356.0,1376.3333333333333,978.8333333333334,274.1429067718754,0
MAT000008,PACK,2023-02-01,1030,379017.48000000004,8,2,1,2023,0,0,1204.0,1572.0,1494.0,601.0,411.0,1423.3333333333333,1028.6666666666667,193.9106323369948,0
MAT000008,PACK,2023-03-01,941,257954.22999999998,12,3,1,2023,0,0,1030.0,1204.0,1572.0,238.0,659.0,1268.6666666666667,1100.1666666666667,276.72609803437985,0
MAT000008,PACK,2023-04-01,817,193394.36000000002,9,4,2,2023,0,0,941.0,1030.0,1204.0,1063.0,508.0,1058.3333333333333,1217.3333333333333,133.76970259865726,0
MAT000008,PACK,2023-05-01,1225,292190.88,11,5,2,2023,0,0,817.0,941.0,1030.0,1494.0,43.0,929.3333333333334,1176.3333333333333,106.97819092381953,0
MAT000008,PACK,2023-06-01,994,250633.31,13,6,2,2023,0,1,1225.0,817.0,941.0,1572.0,751.0,994.3333333333334,1131.5,209.16341298930175,0
MAT000008,PACK,2023-07-01,881,256062.32,10,7,3,2023,0,1,994.0,1225.0,817.0,1204.0,905.0,1012.0,1035.1666666666667,204.59472133952985,0
MAT000008,PACK,2023-08-01,773,265307.21,9,8,3,2023,0,1,881.0,994.0,1225.0,1030.0,601.0,1033.3333333333333,981.3333333333334,175.34062088783995,0
MAT000008,PACK,2023-09-01,850,261523.9,10,9,3,2023,0,0,773.0,881.0,994.0,941.0,238.0,882.6666666666666,938.5,110.50942644558964,0
MAT000008,PACK,2023-10-01,956,203327.64,7,10,4,2023,1,0,850.0,773.0,881.0,817.0,1063.0,834.6666666666666,923.3333333333334,55.608752308725514,0
MAT000008,PACK,2023-11-01,1162,155245.54,9,11,4,2023,1,0,956.0,850.0,773.0,1225.0,1494.0,859.6666666666666,946.5,91.88217092196498,0
MAT000008,PACK,2023-12-01,818,175596.75,8,12,4,2023,1,0,1162.0,956.0,850.0,994.0,1572.0,989.3333333333334,936.0,158.64845833897405,0
MAT000008,PACK,2024-01-01,198,66907.15000000001,4,1,1,2024,0,0,818.0,1162.0,956.0,881.0,1204.0,978.6666666666666,906.6666666666666,173.11653108046377,0
MAT000008,PACK,2024-02-01,427,119524.31000000001,5,2,1,2024,0,0,198.0,818.0,1162.0,773.0,1030.0,726.0,792.8333333333334,488.5406840786137,0
MAT000008,PACK,2024-03-01,405,76031.44,6,3,1,2024,0,0,427.0,198.0,818.0,850.0,941.0,481.0,735.1666666666666,313.5075756660433,0
MAT000008,PACK,2024-04-01,217,32570.440000000002,2,4,2,2024,0,0,405.0,427.0,198.0,956.0,817.0,343.3333333333333,661.0,126.34212810196442,0
MAT000008,PACK,2024-05-01,950,247649.62,9,5,2,2024,0,0,217.0,405.0,427.0,1162.0,1225.0,349.6666666666667,537.8333333333334,115.41808061709045,0
MAT000008,PACK,2024-06-01,418,123915.69,6,6,2,2024,0,1,950.0,217.0,405.0,818.0,994.0,524.0,502.5,380.71380326959496,0
MAT000008,PACK,2024-08-01,243,28969.120000000003,3,8,3,2024,0,1,418.0,950.0,217.0,198.0,881.0,528.3333333333334,435.8333333333333,378.75101760039297,0
MAT000008,PACK,2024-09-01,314,62002.07,4,9,3,2024,0,0,243.0,418.0,950.0,427.0,773.0,537.0,443.3333333333333,368.2159692354473,0
MAT000008,PACK,2024-10-01,132,11148.48,2,10,4,2024,1,0,314.0,243.0,418.0,405.0,850.0,325.0,424.5,88.01704380402613,0
MAT000009,ELEC,2022-04-01,506,139763.01,4,4,2,2022,0,0,414.0,356.0,388.0,731.0,74.0,386.0,579.8333333333334,29.051678092669494,3
MAT000009,ELEC,2022-05-01,617,165693.93,6,5,2,2022,0,0,506.0,414.0,356.0,1140.0,214.0,425.3333333333333,542.3333333333334,75.63949585589143,3
MAT000009,ELEC,2022-06-01,472,75611.15,9,6,2,2022,0,1,617.0,506.0,414.0,450.0,192.0,512.3333333333334,455.1666666666667,101.64808573373823,3
MAT000009,ELEC,2022-07-01,645,176516.52,9,7,3,2022,0,1,472.0,617.0,506.0,388.0,17.0,531.6666666666666,458.8333333333333,75.83095234357401,3
MAT000009,ELEC,2022-08-01,536,100894.21,5,8,3,2022,0,1,645.0,472.0,617.0,356.0,522.0,578.0,501.6666666666667,92.86010984270943,3
MAT000009,ELEC,2022-09-01,338,111513.97,5,9,3,2022,0,0,536.0,645.0,472.0,414.0,117.0,551.0,531.6666666666666,87.46999485537918,3
MAT000009,ELEC,2022-10-01,1448,381373.17,9,10,4,2022,1,0,338.0,536.0,645.0,506.0,731.0,506.3333333333333,519.0,155.6352573594216,3
MAT000009,ELEC,2022-11-01,972,242222.7,7,11,4,2022,1,0,1448.0,338.0,536.0,617.0,1140.0,774.0,676.0,592.0371609958281,3
MAT000009,ELEC,2022-12-01,1095,426124.69,10,12,4,2022,1,0,972.0,1448.0,338.0,472.0,450.0,919.3333333333334,735.1666666666666,556.8710203748561,3
MAT000009,ELEC,2023-01-01,1121,262501.38,9,1,1,2023,0,0,1095.0,972.0,1448.0,645.0,388.0,1171.6666666666667,839.0,247.0877037275092,3
MAT000009,ELEC,2023-02-01,663,203666.41,7,2,1,2023,0,0,1121.0,1095.0,972.0,536.0,356.0,1062.6666666666667,918.3333333333334,79.58852513606075,3
MAT000009,ELEC,2023-03-01,1109,250116.19,12,3,1,2023,0,0,663.0,1121.0,1095.0,338.0,414.0,959.6666666666666,939.5,257.2495545833527,3
MAT000009,ELEC,2023-04-01,704,272483.56,6,4,2,2023,0,0,1109.0,663.0,1121.0,1448.0,506.0,964.3333333333334,1068.0,261.03128803523407,3
MAT000009,ELEC,2023-05-01,1438,311942.73,14,5,2,2023,0,0,704.0,1109.0,663.0,972.0,617.0,825.3333333333334,944.0,246.51639566838824,3
MAT000009,ELEC,2023-06-01,393,100595.23,7,6,2,2023,0,1,1438.0,704.0,1109.0,1095.0,472.0,1083.6666666666667,1021.6666666666666,367.65518265534257,3
MAT000009,ELEC,2023-07-01,770,244882.01,8,7,3,2023,0,1,393.0,1438.0,704.0,1121.0,645.0,845.0,904.6666666666666,536.5789783433563,3
MAT000009,ELEC,2023-08-01,922,247961.38,13,8,3,2023,0,1,770.0,393.0,1438.0,663.0,536.0,867.0,846.1666666666666,529.2097882692648,3
MAT000009,ELEC,2023-09-01,1371,262962.76,12,9,3,2023,0,0,922.0,770.0,393.0,1109.0,338.0,695.0,889.3333333333334,272.3582199971207,3
MAT000009,ELEC,2023-10-01,735,82009.56,5,10,4,2023,1,0,1371.0,922.0,770.0,704.0,1448.0,1021.0,933.0,312.49159988710096,3
MAT000009,ELEC,2023-11-01,558,137694.97,4,11,4,2023,1,0,735.0,1371.0,922.0,1438.0,972.0,1009.3333333333334,938.1666666666666,326.8705146282444,3
MAT000009,ELEC,2023-12-01,312,26418.34,4,12,4,2023,1,0,558.0,735.0,1371.0,393.0,1095.0,888.0,791.5,427.54999707636534,3
MAT000009,ELEC,2024-01-01,613,199309.66999999998,7,1,1,2024,0,0,312.0,558.0,735.0,770.0,1121.0,535.0,778.0,212.43587267690924,3
MAT000009,ELEC,2024-02-01,812,220484.07,8,2,1,2024,0,0,613.0,312.0,558.0,922.0,663.0,494.3333333333333,751.8333333333334,160.2820430782355,3
MAT000009,ELEC,2024-03-01,457,126250.32999999999,4,3,1,2024,0,0,812.0,613.0,312.0,1371.0,1109.0,579.0,733.5,251.72802783957133,3
MAT000009,ELEC,2024-04-01,218,43893.86,2,4,2,2024,0,0,457.0,812.0,613.0,735.0,704.0,627.3333333333334,581.1666666666666,177.9335081802563,3
MAT000009,ELEC,2024-05-01,523,162131.9,6,5,2,2024,0,0,218.0,457.0,812.0,558.0,1438.0,495.6666666666667,495.0,298.88180495529224,3
MAT000009,ELEC,2024-06-01,128,17345.29,2,6,2,2024,0,1,523.0,218.0,457.0,312.0,393.0,399.3333333333333,489.1666666666667,160.46910398370562,3
MAT000009,ELEC,2024-07-01,239,81166.79,2,7,3,2024,0,1,128.0,523.0,218.0,613.0,770.0,289.6666666666667,458.5,207.02254305590327,3
MAT000009,ELEC,2024-08-01,96,23931.129999999997,2,8,3,2024,0,1,239.0,128.0,523.0,812.0,922.0,296.6666666666667,396.1666666666667,203.71630600748023,3
MAT000009,ELEC,2024-09-01,167,58974.67,2,9,3,2024,0,0,96.0,239.0,128.0,457.0,1371.0,154.33333333333334,276.8333333333333,75.04887296511077,3
MAT000010,PACK,2022-04-01,1452,319115.24,12,4,2,2022,0,0,221.0,181.0,540.0,750.0,14.0,314.0,391.5,196.74094642447986,0
MAT000010,PACK,2022-05-01,575,87197.51,5,5,2,2022,0,0,1452.0,221.0,181.0,196.0,191.0,618.0,508.5,722.5420402993864,0
MAT000010,PACK,2022-06-01,253,57517.9,6,6,2,2022,0,1,575.0,1452.0,221.0,461.0,113.0,749.3333333333334,571.6666666666666,633.7462688910549,0
MAT000010,PACK,2022-07-01,392,103738.34,7,7,3,2022,0,1,253.0,575.0,1452.0,540.0,301.0,760.0,537.0,620.539281593035,0
MAT000010,PACK,2022-08-01,760,219103.96,6,8,3,2022,0,1,392.0,253.0,575.0,181.0,98.0,406.6666666666667,512.3333333333334,161.50025799772996,0
MAT000010,PACK,2022-09-01,937,145029.93,9,9,3,2022,0,0,760.0,392.0,253.0,221.0,441.0,468.3333333333333,608.8333333333334,261.9777344228576,0
MAT000010,PACK,2022-10-01,1758,453916.57,13,10,4,2022,1,0,937.0,760.0,392.0,1452.0,750.0,696.3333333333334,728.1666666666666,278.0221813692807,0
MAT000010,PACK,2022-11-01,1728,467613.63,10,11,4,2022,1,0,1758.0,937.0,760.0,575.0,196.0,1151.6666666666667,779.1666666666666,532.5057120194422,0
MAT000010,PACK,2022-12-01,1576,384745.07999999996,12,12,4,2022,1,0,1728.0,1758.0,937.0,253.0,461.0,1474.3333333333333,971.3333333333334,465.5860106718554,0
MAT000010,PACK,2023-01-01,918,321064.33,9,1,1,2023,0,0,1576.0,1728.0,1758.0,392.0,540.0,1687.3333333333333,1191.8333333333333,97.57731976916082,0
MAT000010,PACK,2023-02-01,1194,274263.49,10,2,1,2023,0,0,918.0,1576.0,1728.0,760.0,181.0,1407.3333333333333,1279.5,430.5360999188489,0
MAT000010,PACK,2023-03-01,838,177273.5,10,3,1,2023,0,0,1194.0,918.0,1576.0,937.0,221.0,1229.3333333333333,1351.8333333333333,330.41993483041097,0
MAT000010,PACK,2023-04-01,893,211118.7,10,4,2,2023,0,0,838.0,1194.0,918.0,1758.0,1452.0,983.3333333333334,1335.3333333333333,186.77615836431855,0
MAT000010,PACK,2023-05-01,1596,399320.95999999996,13,5,2,2023,0,0,893.0,838.0,1194.0,1728.0,575.0,975.0,1191.1666666666667,191.64289707682792,0
MAT000010,PACK,2023-06-01,738,199225.99,11,6,2,2023,0,1,1596.0,893.0,838.0,1576.0,253.0,1109.0,1169.1666666666667,422.6499733822299,0
MAT000010,PACK,2023-07-01,673,183763.86000000002,8,7,3,2023,0,1,738.0,1596.0,893.0,918.0,392.0,1075.6666666666667,1029.5,457.23772081197876,0
MAT000010,PACK,2023-08-01,938,191715.97,11,8,3,2023,0,1,673.0,738.0,1596.0,1194.0,760.0,1002.3333333333334,988.6666666666666,515.1566104917349,0
MAT000010,PACK,2023-09-01,664,198188.84,8,9,3,2023,0,0,938.0,673.0,738.0,838.0,937.0,783.0,946.0,138.11227316933028,0
MAT000010,PACK,2023-10-01,1156,156866.63999999998,7,10,4,2023,1,0,664.0,938.0,673.0,893.0,1758.0,758.3333333333334,917.0,155.66095635493522,0
MAT000010,PACK,2023-11-01,2042,495426.86,14,11,4,2023,1,0,1156.0,664.0,938.0,1596.0,1728.0,919.3333333333334,960.8333333333334,246.53059309816507,0
MAT000010,PACK,2023-12-01,1058,140401.63,10,12,4,2023,1,0,2042.0,1156.0,664.0,738.0,1576.0,1287.3333333333333,1035.1666666666667,698.3246618395581,0
MAT000010,PACK,2024-01-01,844,236810.59,6,1,1,2024,0,0,1058.0,2042.0,1156.0,673.0,918.0,1418.6666666666667,1088.5,542.0418188049084,0
MAT000010,PACK,2024-02-01,1355,320883.18,11,2,1,2024,0,0,844.0,1058.0,2042.0,938.0,1194.0,1314.6666666666667,1117.0,638.9126179168268,0
MAT000010,PACK,2024-03-01,387,43731.19,6,3,1,2024,0,0,1355.0,844.0,1058.0,664.0,838.0,1085.6666666666667,1186.5,256.6209916069477,0
MAT000010,PACK,2024-04-01,237,73324.98,2,4,2,2024,0,0,387.0,1355.0,844.0,1156.0,893.0,862.0,1140.3333333333333,484.2509679907721,0
MAT000010,PACK,2024-05-01,470,48676.91,5,5,2,2024,0,0,237.0,387.0,1355.0,2042.0,1596.0,659.6666666666666,987.1666666666666,606.828916032627,0
MAT000010,PACK,2024-06-01,240,74941.61,4,6,2,2024,0,1,470.0,237.0,387.0,1058.0,738.0,364.6666666666667,725.1666666666666,118.09459485231788,0
MAT000010,PACK,2024-07-01,326,56698.090000000004,4,7,3,2024,0,1,240.0,470.0,237.0,844.0,673.0,315.6666666666667,588.8333333333334,133.66500414593605,0
MAT000010,PACK,2024-09-01,85,16288.55,1,9,3,2024,0,0,326.0,240.0,470.0,1355.0,938.0,345.3333333333333,502.5,116.2124491323245,0
MAT000010,PACK,2024-10-01,164,68294.52,1,10,4,2024,1,0,85.0,326.0,240.0,387.0,664.0,217.0,290.8333333333333,122.13517101965253,0
MAT000010,PACK,2024-11-01,201,64578.61,2,11,4,2024,1,0,164.0,85.0,326.0,237.0,1156.0,191.66666666666666,253.66666666666666,122.85899777115677,0
MAT000011,CHEM,2022-03-01,746,233446.21,6,3,1,2022,0,0,908.0,246.0,203.0,591.0,12.0,452.3333333333333,424.1666666666667,395.2041666447019,4
MAT000011,CHEM,2022-04-01,330,15251.15,3,4,2,2022,0,0,746.0,908.0,246.0,317.0,53.0,633.3333333333334,450.0,345.081632854218,4
MAT000011,CHEM,2022-05-01,905,211639.65,7,5,2,2022,0,0,330.0,746.0,908.0,280.0,19.0,661.3333333333334,452.1666666666667,298.1565584275035,4
MAT000011,CHEM,2022-06-01,249,59609.1,2,6,2,2022,0,1,905.0,330.0,746.0,203.0,258.0,660.3333333333334,556.3333333333334,296.9180582809562,4
MAT000011,CHEM,2022-07-01,458,101341.58,6,7,3,2022,0,1,249.0,905.0,330.0,246.0,77.0,494.6666666666667,564.0,357.65952151918634,4
MAT000011,CHEM,2022-08-01,820,180939.28,9,8,3,2022,0,1,458.0,249.0,905.0,908.0,772.0,537.3333333333334,599.3333333333334,335.1183870415548,4
MAT000011,CHEM,2022-09-01,254,73607.42,4,9,3,2022,0,0,820.0,458.0,249.0,746.0,591.0,509.0,584.6666666666666,288.89617512179,4
MAT000011,CHEM,2022-10-01,1148,275848.11,7,10,4,2022,1,0,254.0,820.0,458.0,330.0,317.0,510.6666666666667,502.6666666666667,286.6519376061032,4
MAT000011,CHEM,2022-11-01,659,157502.03,5,11,4,2022,1,0,1148.0,254.0,820.0,905.0,280.0,740.6666666666666,639.0,452.24919384486833,4
MAT000011,CHEM,2022-12-01,1187,276175.24,6,12,4,2022,1,0,659.0,1148.0,254.0,249.0,203.0,687.0,598.0,447.6572349465604,4
MAT000011,CHEM,2023-01-01,714,194393.2,9,1,1,2023,0,0,1187.0,659.0,1148.0,458.0,246.0,998.0,754.3333333333334,294.22950225971556,4
MAT000011,CHEM,2023-02-01,657,205750.77000000002,6,2,1,2023,0,0,714.0,1187.0,659.0,820.0,908.0,853.3333333333334,797.0,290.26941508421675,4
MAT000011,CHEM,2023-03-01,1006,283466.31,9,3,1,2023,0,0,657.0,714.0,1187.0,254.0,746.0,852.6666666666666,769.8333333333334,290.9404291832493,4
MAT000011,CHEM,2023-04-01,746,110539.8,7,4,2,2023,0,0,1006.0,657.0,714.0,1148.0,330.0,792.3333333333334,895.1666666666666,187.2226838108387,4
MAT000011,CHEM,2023-05-01,1473,392578.78,16,5,2,2023,0,0,746.0,1006.0,657.0,659.0,905.0,803.0,828.1666666666666,181.34773227145672,4
MAT000011,CHEM,2023-06-01,547,105894.54000000001,7,6,2,2023,0,1,1473.0,746.0,1006.0,1187.0,249.0,1075.0,963.8333333333334,368.3788810450457,4
MAT000011,CHEM,2023-07-01,1226,340621.08,16,7,3,2023,0,1,547.0,1473.0,746.0,714.0,458.0,922.0,857.1666666666666,487.4433300395031,4
MAT000011,CHEM,2023-08-01,543,166084.73,6,8,3,2023,0,1,1226.0,547.0,1473.0,657.0,820.0,1082.0,942.5,479.50078206401287,4
MAT000011,CHEM,2023-09-01,612,86939.03,6,9,3,2023,0,0,543.0,1226.0,547.0,1006.0,254.0,772.0,923.5,393.1806200717425,4
MAT000011,CHEM,2023-10-01,343,103284.54000000001,3,10,4,2023,1,0,612.0,543.0,1226.0,746.0,1148.0,793.6666666666666,857.8333333333334,375.99778368141114,4
MAT000011,CHEM,2023-11-01,2257,576808.95,15,11,4,2023,1,0,343.0,612.0,543.0,1473.0,659.0,499.3333333333333,790.6666666666666,139.71518648068735,4
MAT000011,CHEM,2023-12-01,843,281804.48,5,12,4,2023,1,0,2257.0,343.0,612.0,547.0,1187.0,1070.6666666666667,921.3333333333334,1036.1613452225158,4
MAT000011,CHEM,2024-01-01,608,175722.59,8,1,1,2024,0,0,843.0,2257.0,343.0,1226.0,714.0,1147.6666666666667,970.6666666666666,992.7060659295547,4
